TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_IV_A_VL_PL;TAB_IV_B_VL_PL_MEDIO
Classe;13.762.574/0001-49;SIGULER GUFF (JUS BLC) 2A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;34164285.61;33657354.01
Classe;13.767.420/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDI VAREJO BR;2025-02-28;122825506.07;122518066.71
Classe;13.776.087/0001-35;V4 FIDC NP - AÇÕES JUDICIAIS;2025-02-28;100810961.91;100776340.35
Classe;13.805.152/0001-03;PUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-02-28;162243662.64;151350483.98
Classe;13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;28083157.64;27718910.33
Classe;13.842.701/0001-10;NEW TRADE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO MULTISSETORIAL;2025-02-28;181893824.84;173542911.18
Classe;13.895.002/0001-38;POLICARD II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;95797787.86;0.00
Classe;13.963.456/0001-07;VHE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO;2025-02-28;6109335.05;6000768.95
Classe;13.963.676/0001-22;HOPE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-02-28;32605103.85;32994811.27
Classe;13.974.813/0001-24;G5 BRJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;103364050.64;96351008.70
Classe;14.038.410/0001-36;G5 MIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;7251566.15;7172095.78
Classe;14.042.458/0001-18;FEDERAL 4870 IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;182962521.09;183025530.24
Classe;14.051.028/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA INDÚSTRIA EXODUS INSTITUCIONAL - RESPONS. LIMITADA;2025-02-28;394756770.46;397537366.26
Classe;14.132.177/0001-56;FUNDO DE INVESTIMENTO EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED H;2025-02-28;812439107.57;809615515.38
Classe;14.138.802/0001-77;SG IV LOCAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;108385600.26;106710217.14
Classe;14.180.196/0001-58;JC DIVERSIFICADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;4116738.81;4041903.32
Classe;14.283.986/0001-69;FRAM CAPITAL NANSEN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2025-02-28;40699694.23;40515793.17
Classe;14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-02-28;13613304.07;13290229.43
Classe;14.481.752/0001-26;BERTOLUCCI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;41771383.86;41451435.75
Classe;14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;222069949.87;216543203.75
Classe;14.606.072/0001-91;MILLE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-02-28;112468046.98;110581578.40
Classe;14.718.674/0001-30;JGM LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;37030785.13;33781738.01
Classe;14.744.913/0001-27;MULTIPLIX FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;48968048.79;48789881.04
Classe;14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;239271383.39;236532008.20
Classe;14.788.370/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HUNGRIA;2025-02-28;6058347.67;6057868.22
Classe;15.254.288/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CAIXA DUBLIN;2025-02-28;251992903.39;249784122.90
Classe;15.254.301/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS IV ENERGISA CENTRO OESTE;2025-02-28;1182171418.18;1185776454.83
Classe;15.336.665/0001-48;SIGULER GUFF (JUS BLC) 2C FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;73381920.79;72163907.56
Classe;15.428.505/0001-29;JC 4870 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;539086520.32;546401249.26
Classe;15.489.383/0001-80;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SAN MARINO;2025-02-28;223583656.10;177978483.21
Classe;15.558.603/0001-80;PORTO NP - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-02-28;75253228.06;73978342.60
Classe;15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2025-02-28;65888248.07;65369149.50
Classe;15.586.793/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QW1 - RESPONSABILIDADE ILIMITADA;2025-02-28;194025259.00;191323641.71
Classe;15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-02-28;176376171.96;175235541.47
Classe;15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;247991552.67;254520172.29
Classe;16.502.939/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS F COBALTO - FINANCEIRO;2025-02-28;34899212.45;35056095.39
Classe;16.686.142/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RECUPERA;2025-02-28;99125582.76;100047633.13
Classe;16.802.124/0001-20;BERETTA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;215888904.96;206624814.13
Classe;16.829.910/0001-11;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DIAMOND MOUNTAIN DISTRESSED ASSETS;2025-02-28;21698896.14;21704771.37
Classe;16.873.285/0001-05;CAUÊ GS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;62960282.37;62214291.13
Classe;16.874.770/0001-01;VHG FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RECEBÍVEIS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;2025-02-28;411667014.83;387902633.93
Classe;17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;2025-02-28;330435154.24;325916602.23
Classe;17.012.685/0001-99;CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1106011.87;1029309.65
Classe;17.013.985/0001-92;GGR PRIME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;121191207.04;121395233.15
Classe;17.015.979/0001-74;EXCLUSIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE  LIMITADA;2025-02-28;203047478.26;205733964.76
Classe;17.024.362/0001-15;EXP 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;82754193.06;83526203.71
Classe;17.024.546/0001-85;AUSTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;563209232.00;553820339.00
Classe;17.030.517/0001-26;PLATA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-02-28;41506204.65;40801773.52
Classe;17.031.327/0001-23;BRASFOR CONSOLIDADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;94963484.81;95300961.11
Classe;17.043.211/0001-04;VHY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE  RESPONSABILIDADE LIMITADA;2025-02-28;12644210.78;14137967.99
Classe;17.047.287/0001-08;COMPROCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;45591856.67;44698582.62
Classe;17.080.215/0001-62;MEGEVE FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;202559110.53;164937702.40
Classe;17.093.144/0001-32;BLACKPARTNERS MIRUNA FI EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE RESPONSABILIDADE LIMITADA;2025-02-28;209115870.36;207351951.77
Classe;17.163.831/0001-87;ATLAS GLOBAL FIC FIDC MULTISEGMENTOS;2025-02-28;37545544.80;36789660.06
Classe;17.198.452/0001-22;REAL TIME PADRONIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;52932069.44;48805066.45
Classe;17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-02-28;170271301.09;174437492.28
Classe;17.198.624/0001-68;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED CAH;2025-02-28;541312757.74;539444966.01
Classe;17.198.676/0001-34;AZUL VX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;150003078.00;148922092.51
Classe;17.198.822/0001-21;ROVENSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO  RESPONSABILIDADE LIMITADA;2025-02-28;155230505.87;153284128.17
Classe;17.198.845/0001-36;INVISTA I FIC FIDC MULTISSETORIAL NAO PADRONIZADO;2025-02-28;1422205643.97;1374949554.30
Classe;17.206.614/0001-27;STEP-UP II CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2025-02-28;994176.36;996812.49
Classe;17.213.074/0001-09;CENTRUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;43090546.23;41804898.48
Classe;17.250.006/0001-10;RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA;2025-02-28;3495047918.33;3478276567.39
Classe;17.313.316/0001-36;VALORA HORIZON HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;677352934.83;700085619.42
Classe;17.334.148/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPIRICA HOME EQUITY;2025-02-28;226844265.77;0.00
Classe;17.468.142/0001-80;VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;341693514.84;339100829.76
Classe;17.474.548/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LF I - SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA;2025-02-28;224160039.68;223974247.57
Classe;17.498.285/0001-35;RAIZES FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-02-28;171352007.30;165098829.58
Classe;17.498.332/0001-40;CANADA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;10482715.35;10442398.97
Classe;18.048.628/0001-22;SG II A FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-02-28;792004073.72;779852977.97
Classe;18.048.642/0001-26;BLC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-02-28;2462184431.55;2412213274.61
Classe;18.063.954/0001-09;FIDC DONEGAL - RESPONSABILIDADE LIMITADA - SEGMENTO COMERCIAL;2025-02-28;367590212.55;0.00
Classe;18.114.024/0001-37;METROPOLITANA ATIVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;58812741.53;57229737.79
Classe;18.151.682/0001-07;STONE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;48186921.54;47206507.51
Classe;18.185.812/0001-14;GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-02-28;503109969.56;505888201.98
Classe;18.269.128/0001-10;DB 18 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;25281925.21;25257204.95
Classe;18.289.873/0001-21;FUNDO DE INVEST. EM DIR. CREDITÓRIOS BB VOTORANTIM HIGHLAND INFRAESTRUTURA RESPONSABILIDADE LIMITADA;2025-02-28;90134004.30;89783644.24
Classe;18.387.112/0001-02;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ONIX PRIME;2025-02-28;63403142.24;60500805.14
Classe;18.392.964/0001-98;FIDUSSIA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;142889970.58;155388243.60
Classe;18.563.847/0001-40;LIBRA II NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-02-28;141333091.59;142696215.59
Classe;18.593.058/0001-51;ZKR NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS MULTISSETORIAL;2025-02-28;40865402.23;48751026.47
Classe;18.675.887/0001-83;SUPERNOVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-02-28;17618318.73;17714847.10
Classe;18.676.119/0001-44;CROWN OCEAN CAPITAL CREDITS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;338680339.49;336201399.95
Classe;18.676.987/0001-24;CLM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;60394518.26;60077224.33
Classe;18.677.046/0001-05;BRASPOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;15978481.49;15929283.53
Classe;18.686.800/0001-73;CERRADO I FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;518614624.41;507642308.43
Classe;18.862.277/0001-99;BRASFOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;144101296.73;146441524.87
Classe;18.874.760/0001-93;PETRA CONSIGNADOS FEDERAL FUNDO DE INVEST EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO-FINANCEIRO;2025-02-28;977122.44;996903.79
Classe;18.911.897/0001-70;SPREAD INVESTIMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;433620053.25;425022640.35
Classe;19.117.931/0001-00;FIDC MRFG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;154835364.64;0.00
Classe;19.153.705/0001-77;CREDERE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;64540838.04;64042149.48
Classe;19.187.286/0001-94;RUBI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL - RESPONSABILIDADE LIMITADA;2025-02-28;10065960.69;7932066.80
Classe;19.187.295/0001-85;VECTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSETORIAL;2025-02-28;55883447.14;53533087.45
Classe;19.388.377/0001-98;ANKARA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;324659470.08;321185793.91
Classe;19.388.423/0001-59;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I;2025-02-28;281845910.17;294430879.46
Classe;19.390.746/0001-87;ATLAS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;129109518.94;126669753.37
Classe;19.392.834/0001-18;MCA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE  INVESTIMENTO EM DIREITOS CREDITÓRIO;2025-02-28;699075124.36;682380081.22
Classe;19.424.642/0001-46;LOTUS PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;406120187.59;405144094.25
Classe;19.424.674/0001-41;MB FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISEGMENTO;2025-02-28;81311169.95;83110993.98
Classe;19.425.573/0001-95;FINANÇA NP - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-02-28;28640805.92;32219232.51
Classe;19.425.700/0001-56;RDF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;320143478.84;310329634.60
Classe;19.503.125/0001-62;FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;13611056.49;13360754.97
Classe;19.527.871/0001-96;TS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;39025446.69;41759917.11
Classe;19.599.487/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZIPDIN I;2025-02-28;36820420.92;37071686.95
Classe;19.675.590/0001-80;V7 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - AÇÕES JUDICIAIS;2025-02-28;166612220.58;164289324.47
Classe;19.686.540/0001-07;SG 4870 III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;79088086.13;77673414.48
Classe;19.746.810/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SUMITOMO RESPONSABILIDADE LIMITADA;2025-02-28;443312887.17;0.00
Classe;19.832.159/0001-09;INX SSPI BONDS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;7571959.26;7629294.50
Classe;19.932.422/0001-23;SBK CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIA;2025-02-28;91156329.91;87551764.75
Classe;20.057.764/0001-20;HARPIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;375568615.95;357647045.95
Classe;20.093.858/0001-55;IB SIGMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;207392280.54;207327290.46
Classe;20.103.394/0001-10;BULLSEYE MASTER I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;110251593.62;109287353.36
Classe;20.118.619/0001-02;SG GAINSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;176611512.10;173672381.25
Classe;20.147.269/0001-02;EMPÍRICA LOTUS PLUS FI EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-02-28;11451818.47;11199853.23
Classe;20.209.230/0001-72;MBM FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;15949813.14;17109118.89
Classe;20.256.882/0001-68;SETTORE CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;24259564.06;24519986.99
Classe;20.403.406/0001-22;SG II A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;536884453.34;528760171.40
Classe;20.460.014/0001-03;FLOWINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;585644313.84;590177656.07
Classe;20.486.217/0001-60;V8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - AÇÕES JUDICIAIS;2025-02-28;0.00;0.00
Classe;20.589.460/0001-04;CAPELLA - FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;47543090.34;47332845.54
Classe;20.636.504/0001-00;PLENO INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;25827601.22;26205479.70
Classe;20.649.717/0001-76;ELDORADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;42374423.55;43004448.41
Classe;20.658.724/0001-34;SIERRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;846728.37;841973.45
Classe;20.717.010/0001-50;SOLITUDE PRECATÓRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;54895641.16;53953258.70
Classe;20.791.371/0001-46;INTERBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;311055931.23;289686636.83
Classe;20.820.603/0001-47;FIDC POLO RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;27127832.60;26812702.29
Classe;20.861.236/0001-20;MAXINVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL LP;2025-02-28;36718406.82;36266024.26
Classe;20.867.468/0001-95;INTERSECTOR CRÉDITO ESTUDANTIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;3687661.95;3905981.36
Classe;20.905.778/0001-57;ACCESS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO MULTISSETORIAL;2025-02-28;124335667.79;122119076.24
Classe;20.905.862/0001-70;PRIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;31837414.53;26574036.25
Classe;20.906.292/0001-33;TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;25543750.28;25541646.71
Classe;20.953.316/0001-05;PANGU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - NÃO PADRONIZADOS;2025-02-28;30701946.28;29673173.85
Classe;20.997.814/0001-50;SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;13029163.23;13479274.81
Classe;20.997.817/0001-93;SPECIAL SITUATIONS II FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2025-02-28;6229935.69;6449857.87
Classe;20.997.818/0001-38;SPECIAL SITUATIONS I FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2025-02-28;6760485.77;6997735.19
Classe;20.998.706/0001-00;FMC 202201 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;539788129.92;532491306.15
Classe;20.998.938/0001-50;BRASFOR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;51268985.72;50439365.91
Classe;20.998.956/0001-31;BELLENZIER FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;26364472.51;26307044.32
Classe;21.053.703/0001-58;CEDRO FIDC MULTISSETORIAL NP;2025-02-28;20303397.56;20777429.87
Classe;21.053.720/0001-95;GLOBALCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL - RESPONSABILIDADE  LIMITA;2025-02-28;42330681.80;42329416.31
Classe;21.053.898/0001-36;ARTESANAL SPECIAL SITS FIDC MULTISETORIAL - RESPONSABILIDADE LIMITADA;2025-02-28;16219638.32;6793229.48
Classe;21.081.879/0001-13;CMF FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL LP;2025-02-28;55850307.46;53968364.51
Classe;21.081.952/0001-57;FICOU FÁCIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EDUCACIONAL RESPONSABILIDADE LIMITADA;2025-02-28;107810274.74;0.00
Classe;21.081.976/0001-06;TAIPATSB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;301175335.40;297536678.80
Classe;21.093.180/0001-73;FIPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;164236756.95;157272263.66
Classe;21.126.275/0001-46;VENDA DE VEÍCULOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1810875525.17;2051048637.62
Classe;21.205.491/0001-87;INOVA CREDTECH I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FINANCEIRO;2025-02-28;2886818.48;2988009.77
Classe;21.247.203/0001-57;ADICIONAL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;0.00;0.00
Classe;21.254.441/0001-90;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CAPITAL 5;2025-02-28;39666486.77;40310430.71
Classe;21.254.455/0001-03;PAULISTA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;1042566.08;707120.93
Classe;21.397.569/0001-02;FS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;75994613.44;73570314.27
Classe;21.397.715/0001-08;FP GENIAL RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;15232928.41;15152801.81
Classe;21.397.762/0001-43;PAULISTA VARALI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;1601425.52;1635284.48
Classe;21.397.791/0001-05;FP POLO PETROS 2 RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;47051030.68;46663967.06
Classe;21.556.756/0001-91;ATF II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;159091751.62;160448456.90
